source_city,destination_city,km,fuel,toll
Condeixa-a-Nova,Silves,325.69,36.07,1.46
Silves,São Pedro do Sul,397.23,49.52,0.8
Silves,Sobrado de Paiva,428.86,31.69,4.2
Ponte de Sôr,Silves,232.14,32.95,4.62
Cabeceiras de Basto,Silves,482.55,59.23,2.98
Quarteira,Silves,32.15,2.18,4.54
Sertã,Silves,292.01,33.31,0.12
Batalha,Silves,277.07,34.85,2.29
Macedo de Cavaleiros,Silves,499.56,54.28,2.89
Ramada,Silves,191.77,9.75,0.63
Serpa,Silves,112.11,14.89,0.53
Castro Daire,Silves,414.88,32.78,3.77
Penacova,Silves,342.6,22.59,2.94
Moura,Silves,137.07,15.23,4.57
Silves,Sobreda,175.82,22.73,1.79
Nazaré,Silves,273.91,27.78,3.75
Grândola,Silves,110.92,7.55,0.1
Anta,Silves,424.85,36.24,0.52
Falagueira,Silves,188.25,27.01,3.44
Cadaval,Silves,236.72,17.09,4.51
Silves,Valbom,438.67,56.23,0.92
Horta,Silves,1780.33,214.67,1.93
Estremoz,Silves,198.53,29.15,4.23
Silves,Sines,93.7,12.18,0.11
Silves,São Martinho do Bispo,335.93,37.4,1.98
Silves,Valença,538.19,73.61,2.37
Gouveia,Silves,375.23,33.24,0.19
Nelas,Silves,373.5,31.75,4.29
Gafanha da Nazaré,Silves,383.78,26.2,3.37
Alcanena,Silves,253.44,36.12,3.76
Arruda dos Vinhos,Silves,207.38,20.55,4.85
Ribeira Brava,Silves,933.33,93.93,3.69
Aldeia de Paio Pires,Silves,169.94,22.07,3.98
Fátima,Silves,271.86,24.11,4.98
Bombarral,Silves,239.86,24.68,1.39
Silves,Vila Pouca de Aguiar,482.34,30.81,3.9
Miranda do Corvo,Silves,323.9,21.83,4.28
Lamaçães,Silves,484.19,34.41,1.42
Alcácer do Sal,Silves,132.18,14.39,2.31
Silves,Vieira do Minho,494.73,27.59,2.49
Moreira,Silves,451.71,34.64,4.84
Aldoar,Silves,443.0,28.78,3.38
Silves,São Félix da Marinha,427.8,53.74,4.03
Sabugal,Silves,370.62,19.67,0.83
Mira,Silves,361.22,47.48,4.86
Silves,Sátão,398.96,26.24,3.64
Arcozelo,Silves,430.25,48.97,2.0
Sever do Vouga,Silves,392.3,53.78,1.27
Arganil,Silves,338.52,17.56,1.01
Silves,Tábua,355.1,23.57,4.27
Ponte da Barca,Silves,513.44,67.91,0.86
Eiras,Silves,339.56,34.61,3.29
Alijó,Silves,461.88,38.29,0.63
Silves,Vendas Novas,165.92,21.27,2.73
Portela,Silves,187.26,16.72,4.16
Costa de Caparica,Silves,176.87,14.05,4.5
Silves,Óbidos,249.99,31.93,4.25
Ansião,Silves,303.43,42.03,2.82
Santa Comba Dão,Silves,357.85,28.27,3.96
Calheta,Silves,937.44,59.01,3.37
Esmoriz,Silves,419.84,34.97,2.25
Silves,São João das Lampas,206.33,29.12,2.94
Resende,Silves,436.83,37.84,0.89
Silves,Vila Frescainha,483.85,43.93,1.03
Feira,Silves,415.54,34.45,1.69
Avintes,Silves,435.68,30.26,3.88
Reguengos de Monsaraz,Silves,158.19,18.51,3.7
Oliveirinha,Silves,380.41,29.7,3.08
Silves,Valadares,434.49,45.29,4.32
Silves,São Brás de Alportel,48.99,3.88,0.88
Santo André,Silves,102.8,11.12,0.92
Murtosa,Silves,394.9,37.09,4.39
Silves,São João de Ver,418.69,43.16,1.36
Grijó,Silves,427.31,25.87,0.08
Silves,Vouzela,393.95,43.9,1.46
Montalegre,Silves,518.18,44.12,2.26
Cunha Alta,Silves,384.87,49.62,4.78
Melres,Silves,431.35,38.03,4.3
Silves,Vila Franca do Campo,1503.33,129.1,1.3
Estreito de Câmara de Lobos,Silves,927.49,134.1,0.05
Oliveira de Frades,Silves,394.52,51.59,4.94
Ericeira,Silves,215.49,31.29,3.26
Moimenta da Beira,Silves,427.59,48.93,3.39
Silves,Sobral de Monte Agraço,212.99,18.92,4.19
Setúbal,Silves,154.23,10.06,0.23
Praia do Carvoeiro,Silves,9.71,1.18,2.5
Santa Clara,Silves,333.86,20.65,0.58
Maceira,Silves,281.19,37.61,3.63
Silves,Trancoso,410.52,51.18,4.92
Carregal do Sal,Silves,362.74,37.42,1.82
Idanha-a-Nova,Silves,321.16,39.57,0.54
Guifões,Silves,446.5,49.27,0.32
Pinhel,Silves,416.81,23.32,1.11
Mortágua,Silves,356.93,48.76,2.55
Silves,Tavarede,333.08,35.2,3.8
Aljustrel,Silves,80.61,4.5,1.68
Melgaço,Silves,547.93,31.66,3.31
Paredes de Coura,Silves,525.02,33.44,1.56
Gondizalves,Silves,483.98,31.36,2.87
Rebordosa,Silves,447.79,61.48,4.53
Silves,Vinhais,528.97,67.16,2.33
Carregado,Silves,208.81,30.79,4.2
Caxias,Silves,184.18,20.99,4.43
Almargem,Silves,198.84,21.9,2.16
Aver-o-Mar,Silves,469.47,38.08,0.68
Silves,Vila Nova de Cerveira,528.79,49.76,2.59
Ponta do Sol,Silves,935.88,83.94,0.23
Rabo de Peixe,Silves,1516.23,99.42,4.05
Lourosa,Silves,421.99,51.92,1.02
Ferreira do Zêzere,Silves,279.67,39.16,2.87
Silves,Torre de Moncorvo,459.84,29.36,1.51
Chamusca,Silves,241.59,34.23,4.73
Cantanhede,Torres Novas,95.97,9.95,1.41
Beja,Torres Novas,173.09,9.78,0.6
Agualva,Torres Novas,103.21,12.17,3.44
Câmara de Lobos,Torres Novas,1072.37,72.79,3.05
Angra do Heroísmo,Torres Novas,1616.48,93.39,0.5
Bragança,Torres Novas,298.21,35.06,4.36
Esposende,Torres Novas,228.62,28.15,2.45
Ribeira Grande,Torres Novas,1487.71,182.83,1.22
Torres Novas,Ílhavo,124.51,10.56,4.21
Lagos,Torres Novas,264.81,33.28,4.86
Espinho,Torres Novas,169.77,19.23,0.19
Charneca,Torres Novas,111.45,8.36,1.97
Santiago do Cacém,Torres Novas,163.45,24.13,1.94
Perafita,Torres Novas,193.79,27.18,0.32
Póvoa de Santa Iria,Torres Novas,83.58,7.16,0.48
Fundão,Torres Novas,114.18,16.4,3.01
Benavente,Torres Novas,60.66,8.51,1.47
Senhora da Hora,Torres Novas,189.29,13.91,3.13
Tondela,Torres Novas,121.04,16.8,3.18
Arrentela,Torres Novas,107.15,13.1,3.15
Massamá,Torres Novas,103.04,8.73,4.81
Anadia,Torres Novas,105.83,14.75,4.99
Torres Novas,Águas Santas,191.86,12.31,4.36
Estarreja,Torres Novas,140.68,19.01,3.57
Lamego,Torres Novas,189.5,16.5,3.86
Peniche,Torres Novas,74.05,9.1,1.26
Estoril,Torres Novas,114.21,13.86,0.62
Montemor-o-Velho,Torres Novas,77.61,8.01,2.01
Tavira,Torres Novas,272.29,24.17,0.39
Odemira,Torres Novas,211.09,17.64,2.33
Lourinhã,Torres Novas,72.25,10.44,3.52
Albergaria-a-Velha,Torres Novas,134.46,16.42,1.67
Pinhal Novo,Torres Novas,100.32,9.95,3.97
Portalegre,Torres Novas,97.94,8.49,4.45
Cartaxo,Torres Novas,41.83,2.96,2.7
Porto de Mós,Torres Novas,27.59,2.17,3.56
Pontinha,Torres Novas,98.12,9.71,3.25
Mirandela,Torres Novas,249.84,35.45,2.88
Torres Novas,Vizela,211.91,25.67,1.56
Almeirim,Torres Novas,31.28,2.64,1.91
Caniço,Torres Novas,1065.73,56.88,4.56
São Mamede de Infesta,Torres Novas,190.02,20.4,2.68
Fânzeres,Torres Novas,186.93,18.78,1.3
Oliveira do Bairro,Torres Novas,114.78,9.5,0.78
Lagoa,Torres Novas,1495.04,172.88,3.84
Torres Novas,Vale de Cambra,152.18,13.35,0.2
Torres Novas,Vagos,119.7,6.43,4.05
Arcos de Valdevez,Torres Novas,263.0,33.21,1.91
Arouca,Torres Novas,162.4,23.07,3.17
Lordelo do Ouro,Torres Novas,185.7,16.13,4.86
Salvaterra de Magos,Torres Novas,55.58,7.73,0.69
Meixedo,Torres Novas,302.33,29.35,0.03
Póvoa de Lanhoso,Torres Novas,232.45,24.83,1.32
Machico,Torres Novas,1055.63,122.77,4.86
Azambuja,Torres Novas,54.47,3.09,1.2
Seia,Torres Novas,125.91,10.05,3.79
São João da Madeira,Torres Novas,157.33,14.74,3.42
Bougado,Torres Novas,205.13,19.55,0.84
Cacém,Torres Novas,103.69,5.63,2.17
Torres Novas,Vialonga,82.67,6.05,3.57
Rio Maior,Torres Novas,38.26,4.08,3.66
Belas,Torres Novas,100.51,11.51,4.92
Praia da Vitória,Torres Novas,1602.36,159.97,2.76
Laranjeira,Torres Novas,106.14,15.8,3.66
Oliveira do Hospital,Torres Novas,113.44,5.83,2.53
Torres Novas,Ul,148.36,19.21,2.63
Oliveira de Azemeis,Torres Novas,150.72,11.02,0.64
Elvas,Torres Novas,136.04,11.97,4.24
Baião,Torres Novas,191.69,24.18,4.1
Costas de Cão,Torres Novas,107.71,8.43,2.84
Caparica,Torres Novas,106.84,13.38,0.91
Mealhada,Torres Novas,99.6,5.07,4.35
Cinfães,Torres Novas,179.94,9.39,0.47
Entroncamento,Torres Novas,6.02,0.41,3.54
Celorico de Basto,Torres Novas,216.13,16.73,2.3
Alfena,Torres Novas,194.86,24.66,2.77
Coruche,Torres Novas,58.31,6.46,2.1
Piedade,Torres Novas,105.27,6.58,2.43
Soure,Torres Novas,65.51,8.24,4.93
Monção,Torres Novas,287.65,40.21,1.4
Torres Novas,Vila Real de Santo António,271.59,29.03,0.58
Amares,Torres Novas,239.25,14.5,1.12
Camarate,Torres Novas,91.72,11.19,0.59
Sacavém,Torres Novas,91.08,8.69,1.93
Mangualde,Torres Novas,140.8,18.23,2.07
Santa Iria da Azóia,Torres Novas,85.43,8.6,0.38
São Tiago de Custoias,Torres Novas,191.64,17.36,3.14
Parede,Torres Novas,113.0,8.2,4.26
Lousã,Torres Novas,74.04,10.53,1.36
Alcochete,Torres Novas,88.88,9.51,4.25
Montemor-o-Novo,Torres Novas,96.48,5.49,1.51
Peso da Régua,Torres Novas,196.97,24.26,4.46
Condeixa-a-Nova,Torres Novas,70.38,9.15,3.79
São Pedro do Sul,Torres Novas,146.17,13.28,4.96
Sobrado de Paiva,Torres Novas,174.71,11.0,2.17
Ponte de Sôr,Torres Novas,52.15,2.84,3.5
Cabeceiras de Basto,Torres Novas,230.28,15.04,1.64
Quarteira,Torres Novas,270.6,21.84,0.7
Sertã,Torres Novas,51.23,5.69,0.74
Batalha,Torres Novas,31.83,3.54,1.88
Macedo de Cavaleiros,Torres Novas,264.24,34.57,3.13
Ramada,Torres Novas,94.49,8.01,1.55
Serpa,Torres Novas,190.87,18.75,4.02
Castro Daire,Torres Novas,165.4,13.43,0.06
Penacova,Torres Novas,89.92,5.09,4.98
Moura,Torres Novas,176.33,16.62,0.33
Sobreda,Torres Novas,108.6,8.2,3.47
Nazaré,Torres Novas,47.65,2.82,3.5
Grândola,Torres Novas,145.07,8.72,0.68
Anta,Torres Novas,169.4,20.42,4.75
Falagueira,Torres Novas,100.28,12.45,1.68
Cadaval,Torres Novas,55.28,7.64,1.02
Torres Novas,Valbom,183.24,14.98,2.34
Horta,Torres Novas,1740.56,228.99,2.68
Estremoz,Torres Novas,108.35,13.4,0.86
Sines,Torres Novas,172.11,23.29,1.92
São Martinho do Bispo,Torres Novas,80.74,4.39,3.71
Torres Novas,Valença,282.74,41.08,1.18
Gouveia,Torres Novas,138.19,20.59,2.38
Nelas,Torres Novas,128.73,6.94,3.44
Gafanha da Nazaré,Torres Novas,128.65,11.04,1.18
Alcanena,Torres Novas,11.98,1.2,3.88
Arruda dos Vinhos,Torres Novas,72.13,8.6,1.44
Ribeira Brava,Torres Novas,1076.77,135.49,2.32
Aldeia de Paio Pires,Torres Novas,106.02,5.66,4.08
Fátima,Torres Novas,19.48,2.11,3.99
Bombarral,Torres Novas,58.94,6.9,1.08
Torres Novas,Vila Pouca de Aguiar,234.83,18.96,2.22
Miranda do Corvo,Torres Novas,70.58,9.76,0.1
Lamaçães,Torres Novas,229.18,17.68,4.56
Alcácer do Sal,Torres Novas,123.33,8.89,4.55
Torres Novas,Vieira do Minho,241.14,26.72,4.06
Moreira,Torres Novas,196.27,11.96,0.36
Aldoar,Torres Novas,187.58,13.5,0.65
São Félix da Marinha,Torres Novas,172.35,25.7,4.3
Sabugal,Torres Novas,156.65,13.87,2.07
Mira,Torres Novas,106.37,12.02,2.94
Sátão,Torres Novas,155.28,18.84,1.9
Arcozelo,Torres Novas,174.81,16.01,1.68
Sever do Vouga,Torres Novas,137.69,16.51,0.59
Arganil,Torres Novas,91.33,10.95,0.43
Torres Novas,Tábua,106.99,10.42,0.18
Ponte da Barca,Torres Novas,258.31,17.82,1.55
Eiras,Torres Novas,84.77,4.36,4.83
Alijó,Torres Novas,218.45,24.57,0.58
Torres Novas,Vendas Novas,89.66,4.64,1.49
Portela,Torres Novas,92.43,12.31,3.25
Costa de Caparica,Torres Novas,111.19,6.6,2.43
Torres Novas,Óbidos,55.38,5.87,3.97
Ansião,Torres Novas,48.88,7.24,0.01
Santa Comba Dão,Torres Novas,107.25,12.4,2.96
Calheta,Torres Novas,1078.45,143.28,3.01
Esmoriz,Torres Novas,164.4,22.99,4.69
São João das Lampas,Torres Novas,102.57,13.26,0.29
Resende,Torres Novas,186.24,9.99,3.09
Torres Novas,Vila Frescainha,228.4,12.41,3.87
Feira,Torres Novas,160.13,8.85,3.16
Avintes,Torres Novas,180.26,24.38,0.29
Reguengos de Monsaraz,Torres Novas,146.75,11.33,3.48
Oliveirinha,Torres Novas,124.96,10.39,2.06
Torres Novas,Valadares,179.05,21.69,3.16
São Brás de Alportel,Torres Novas,265.16,36.35,1.93
Santo André,Torres Novas,158.75,20.39,0.33
Murtosa,Torres Novas,139.48,10.77,2.98
São João de Ver,Torres Novas,163.27,18.55,1.9
Grijó,Torres Novas,171.86,24.15,3.08
Torres Novas,Vouzela,142.27,17.03,4.33
Montalegre,Torres Novas,267.41,36.08,3.14
Cunha Alta,Torres Novas,143.37,15.11,1.06
Melres,Torres Novas,176.41,24.74,3.4
Torres Novas,Vila Franca do Campo,1482.96,93.88,2.64
Estreito de Câmara de Lobos,Torres Novas,1072.07,54.81,4.9
Oliveira de Frades,Torres Novas,141.88,20.58,4.43
Ericeira,Torres Novas,95.6,12.63,0.67
Moimenta da Beira,Torres Novas,183.81,11.42,1.91
Sobral de Monte Agraço,Torres Novas,74.28,6.65,2.3
Setúbal,Torres Novas,110.92,14.05,3.79
Praia do Carvoeiro,Torres Novas,264.62,15.94,0.68
Santa Clara,Torres Novas,78.97,4.39,3.16
Maceira,Torres Novas,38.96,3.94,4.97
Torres Novas,Trancoso,176.08,19.03,0.2
Carregal do Sal,Torres Novas,114.9,13.84,4.46
Idanha-a-Nova,Torres Novas,121.3,12.15,1.76
Guifões,Torres Novas,191.07,28.4,0.68
Pinhel,Torres Novas,190.94,20.82,2.89
Mortágua,Torres Novas,104.4,11.58,2.57
Tavarede,Torres Novas,80.39,5.65,4.69
Aljustrel,Torres Novas,181.11,24.28,2.92
Melgaço,Torres Novas,293.3,21.77,4.55
Paredes de Coura,Torres Novas,269.61,39.75,2.42
Gondizalves,Torres Novas,228.77,31.68,0.38
Rebordosa,Torres Novas,192.73,21.19,3.7
Torres Novas,Vinhais,289.74,40.76,4.14
Carregado,Torres Novas,63.9,8.32,1.26
Caxias,Torres Novas,108.5,7.34,3.37
Almargem,Torres Novas,95.14,9.94,1.69
Aver-o-Mar,Torres Novas,214.2,10.84,0.74
Torres Novas,Vila Nova de Cerveira,273.39,39.66,2.24
Ponta do Sol,Torres Novas,1078.63,61.44,3.8
Rabo de Peixe,Torres Novas,1493.79,207.5,1.36
Lourosa,Torres Novas,166.56,18.74,1.62
Ferreira do Zêzere,Torres Novas,32.25,4.38,2.42
Torre de Moncorvo,Torres Novas,224.69,30.04,3.95
Chamusca,Torres Novas,14.48,2.15,3.31
Beja,Cantanhede,266.42,23.83,1.64
Agualva,Cantanhede,185.2,17.44,2.19
Cantanhede,Câmara de Lobos,1135.56,60.94,2.07
Angra do Heroísmo,Cantanhede,1609.58,124.3,4.92
Bragança,Cantanhede,223.78,11.73,0.32
Cantanhede,Esposende,132.77,13.82,3.73
Cantanhede,Ribeira Grande,1488.5,196.95,0.41
Cantanhede,Ílhavo,28.82,3.82,1.53
Cantanhede,Lagos,360.44,34.62,1.55
Cantanhede,Espinho,73.79,8.15,3.64
Cantanhede,Charneca,198.61,24.73,2.61
Cantanhede,Santiago do Cacém,258.8,13.85,4.75
Cantanhede,Perafita,97.85,14.34,4.95
Cantanhede,Póvoa de Santa Iria,170.39,21.77,1.48
Cantanhede,Fundão,96.07,13.02,1.58
Benavente,Cantanhede,152.54,22.13,3.2
Cantanhede,Senhora da Hora,93.32,8.15,1.31
Cantanhede,Tondela,47.48,3.09,4.02
Arrentela,Cantanhede,195.89,14.65,2.93
Cantanhede,Massamá,185.93,26.7,2.11
Anadia,Cantanhede,16.73,0.91,1.96
Cantanhede,Águas Santas,95.97,6.78,1.56
Cantanhede,Estarreja,44.88,3.84,0.34
Cantanhede,Lamego,106.52,12.69,3.94
Cantanhede,Peniche,128.17,12.57,3.41
Cantanhede,Estoril,194.82,28.62,3.04
Cantanhede,Montemor-o-Velho,20.79,3.03,1.66
Cantanhede,Tavira,366.25,21.38,3.22
Cantanhede,Odemira,306.76,19.25,4.43
Cantanhede,Lourinhã,137.13,10.63,4.69
Albergaria-a-Velha,Cantanhede,39.74,2.72,3.96
Cantanhede,Pinhal Novo,192.57,22.82,1.5
Cantanhede,Portalegre,152.42,20.34,0.14
Cantanhede,Cartaxo,132.54,15.36,2.62
Cantanhede,Porto de Mós,85.03,4.55,2.03
Cantanhede,Pontinha,182.82,13.91,0.75
Cantanhede,Mirandela,173.4,25.92,3.67
Cantanhede,Vizela,117.79,15.5,0.3
Almeirim,Cantanhede,126.3,15.56,3.84
Caniço,Cantanhede,1129.51,118.09,1.69
Cantanhede,São Mamede de Infesta,94.07,10.61,3.2
Cantanhede,Fânzeres,91.24,7.86,2.41
Cantanhede,Oliveira do Bairro,20.53,1.34,0.7
Cantanhede,Lagoa,1496.21,93.64,4.29
Cantanhede,Vale de Cambra,58.29,5.57,1.43
Cantanhede,Vagos,24.35,3.26,1.21
Arcos de Valdevez,Cantanhede,167.65,11.24,0.2
Arouca,Cantanhede,71.16,6.85,3.11
Cantanhede,Lordelo do Ouro,89.72,11.6,1.85
Cantanhede,Salvaterra de Magos,147.67,16.95,2.21
Cantanhede,Meixedo,226.78,32.01,2.67
Cantanhede,Póvoa de Lanhoso,138.29,11.81,1.34
Cantanhede,Machico,1119.52,59.61,3.68
Azambuja,Cantanhede,143.99,19.13,2.82
Cantanhede,Seia,76.09,6.73,3.1
Cantanhede,São João da Madeira,61.99,9.06,0.59
Bougado,Cantanhede,109.4,12.72,0.76
Cacém,Cantanhede,185.42,26.86,3.46
Cantanhede,Vialonga,168.79,20.35,3.22
Cantanhede,Rio Maior,116.17,16.94,3.65
Belas,Cantanhede,183.4,14.4,3.72
Cantanhede,Praia da Vitória,1595.1,85.28,1.88
Cantanhede,Laranjeira,193.59,19.35,3.49
Cantanhede,Oliveira do Hospital,61.84,8.42,2.24
Cantanhede,Ul,53.12,7.76,2.83
Cantanhede,Oliveira de Azemeis,55.71,5.45,2.08
Cantanhede,Elvas,203.99,25.1,0.05
Baião,Cantanhede,102.67,15.34,4.78
Cantanhede,Costas de Cão,193.92,20.1,3.04
Cantanhede,Caparica,193.23,28.7,0.83
Cantanhede,Mealhada,12.63,1.43,2.76
Cantanhede,Cinfães,90.9,9.17,2.8
Cantanhede,Entroncamento,98.28,5.13,0.91
Cantanhede,Celorico de Basto,125.87,17.17,2.4
Alfena,Cantanhede,99.19,6.78,0.34
Cantanhede,Coruche,154.24,15.87,2.2
Cantanhede,Piedade,192.33,11.54,0.87
Cantanhede,Soure,30.96,2.41,1.74
Cantanhede,Monção,192.02,14.87,0.1
Cantanhede,Vila Real de Santo António,363.96,38.19,0.18
Amares,Cantanhede,144.38,14.62,2.94
Camarate,Cantanhede,177.34,22.15,3.43
Cantanhede,Sacavém,177.82,9.2,1.85
Cantanhede,Mangualde,75.92,7.74,3.75
Cantanhede,Santa Iria da Azóia,171.86,19.13,3.19
Cantanhede,São Tiago de Custoias,95.67,12.79,4.79
Cantanhede,Parede,194.9,24.39,0.16
Cantanhede,Lousã,39.35,3.47,4.08
Alcochete,Cantanhede,179.44,22.22,0.1
Cantanhede,Montemor-o-Novo,191.12,11.01,2.11
Cantanhede,Peso da Régua,113.36,6.14,2.09
Cantanhede,Condeixa-a-Nova,26.74,3.43,2.07
Cantanhede,São Pedro do Sul,63.29,6.44,1.68
Cantanhede,Sobrado de Paiva,82.02,9.26,4.71
Cantanhede,Ponte de Sôr,131.85,7.39,4.45
Cabeceiras de Basto,Cantanhede,139.27,8.18,0.01
Cantanhede,Quarteira,366.29,18.66,1.76
Cantanhede,Sertã,73.79,10.8,1.77
Batalha,Cantanhede,78.68,4.7,3.88
Cantanhede,Macedo de Cavaleiros,191.16,27.96,4.25
Cantanhede,Ramada,178.8,20.77,4.2
Cantanhede,Serpa,281.79,41.41,4.7
Cantanhede,Castro Daire,83.1,5.69,4.42
Cantanhede,Penacova,29.21,3.73,1.95
Cantanhede,Moura,264.13,37.57,3.02
Cantanhede,Sobreda,195.23,20.29,3.92
Cantanhede,Nazaré,92.18,7.89,2.87
Cantanhede,Grândola,240.88,26.77,3.71
Anta,Cantanhede,73.44,9.73,1.61
Cantanhede,Falagueira,184.43,25.01,1.13
Cadaval,Cantanhede,129.21,12.76,1.77
Cantanhede,Valbom,87.42,10.71,1.41
Cantanhede,Horta,1733.06,248.66,2.45
Cantanhede,Estremoz,188.04,20.77,2.88
Cantanhede,Sines,266.55,14.81,4.52
Cantanhede,São Martinho do Bispo,18.23,2.29,4.94
Cantanhede,Valença,186.81,19.05,4.97
Cantanhede,Gouveia,86.08,6.82,2.61
Cantanhede,Nelas,65.92,7.28,3.61
Cantanhede,Gafanha da Nazaré,33.51,3.59,1.84
Alcanena,Cantanhede,98.75,6.44,1.07
Arruda dos Vinhos,Cantanhede,156.68,12.13,1.16
Cantanhede,Ribeira Brava,1139.4,148.21,3.47
Aldeia de Paio Pires,Cantanhede,195.32,12.57,4.36
Cantanhede,Fátima,80.27,7.18,2.31
Bombarral,Cantanhede,129.19,14.05,1.53
Cantanhede,Vila Pouca de Aguiar,149.97,16.24,3.8
Cantanhede,Miranda do Corvo,35.24,3.87,1.57
Cantanhede,Lamaçães,134.1,14.33,2.6
Alcácer do Sal,Cantanhede,219.26,14.88,3.76
Cantanhede,Vieira do Minho,148.08,11.84,1.52
Cantanhede,Moreira,100.3,6.17,3.5
Aldoar,Cantanhede,91.61,11.28,2.57
Cantanhede,São Félix da Marinha,76.39,5.8,3.91
Cantanhede,Sabugal,127.84,7.16,2.08
Cantanhede,Mira,15.12,1.31,3.61
Cantanhede,Sátão,85.86,12.84,4.53
Arcozelo,Cantanhede,78.84,5.73,4.03
Cantanhede,Sever do Vouga,45.41,4.83,2.06
Arganil,Cantanhede,48.07,4.49,1.33
Cantanhede,Tábua,47.7,6.51,4.01
Cantanhede,Ponte da Barca,162.96,9.46,3.49
Cantanhede,Eiras,18.54,1.23,2.39
Alijó,Cantanhede,139.94,19.71,4.95
Cantanhede,Vendas Novas,185.62,12.51,2.4
Cantanhede,Portela,179.19,10.76,4.71
Cantanhede,Costa de Caparica,196.83,10.9,2.64
Cantanhede,Óbidos,119.44,14.93,2.31
Ansião,Cantanhede,49.64,5.42,4.0
Cantanhede,Santa Comba Dão,39.81,2.61,0.66
Calheta,Cantanhede,1140.3,65.81,1.84
Cantanhede,Esmoriz,68.43,7.13,1.5
Cantanhede,São João das Lampas,178.64,12.86,2.62
Cantanhede,Resende,99.83,6.49,1.81
Cantanhede,Vila Frescainha,132.44,11.78,3.41
Cantanhede,Feira,64.44,7.68,1.63
Avintes,Cantanhede,84.5,4.87,2.82
Cantanhede,Reguengos de Monsaraz,232.92,14.89,2.09
Cantanhede,Oliveirinha,29.03,1.58,3.64
Cantanhede,Valadares,83.07,6.47,0.44
Cantanhede,São Brás de Alportel,360.17,31.51,2.3
Cantanhede,Santo André,253.62,19.31,2.49
Cantanhede,Murtosa,43.53,5.96,1.1
Cantanhede,São João de Ver,67.53,4.22,3.48
Cantanhede,Grijó,75.99,8.67,2.21
Cantanhede,Vouzela,58.46,3.73,2.09
Cantanhede,Montalegre,177.45,18.04,1.16
Cantanhede,Cunha Alta,81.46,8.87,3.82
Cantanhede,Melres,81.89,9.29,3.66
Cantanhede,Vila Franca do Campo,1484.58,206.3,4.93
Cantanhede,Estreito de Câmara de Lobos,1135.1,59.82,4.98
Cantanhede,Oliveira de Frades,55.49,4.0,2.52
Cantanhede,Ericeira,169.01,17.22,1.28
Cantanhede,Moimenta da Beira,108.74,15.56,2.76
Cantanhede,Sobral de Monte Agraço,155.14,21.07,1.45
Cantanhede,Setúbal,203.92,25.52,4.98
Cantanhede,Praia do Carvoeiro,360.55,36.6,2.05
Cantanhede,Santa Clara,21.78,2.91,4.94
Cantanhede,Maceira,77.45,9.02,1.38
Cantanhede,Trancoso,116.0,15.33,0.33
Cantanhede,Carregal do Sal,51.37,5.57,3.05
Cantanhede,Idanha-a-Nova,125.02,6.71,4.54
Cantanhede,Guifões,95.1,9.65,4.14
Cantanhede,Pinhel,138.15,9.17,0.66
Cantanhede,Mortágua,31.16,3.53,1.87
Cantanhede,Tavarede,29.2,2.96,0.56
Aljustrel,Cantanhede,276.59,36.64,0.87
Cantanhede,Melgaço,198.51,14.71,1.84
Cantanhede,Paredes de Coura,173.79,11.6,0.63
Cantanhede,Gondizalves,133.36,17.34,0.46
Cantanhede,Rebordosa,97.8,12.52,2.14
Cantanhede,Vinhais,211.2,19.94,1.66
Cantanhede,Carregado,151.05,13.57,0.42
Cantanhede,Caxias,192.15,27.91,3.85
Almargem,Cantanhede,176.29,22.85,1.56
Aver-o-Mar,Cantanhede,118.36,13.17,2.63
Cantanhede,Vila Nova de Cerveira,177.43,21.03,3.77
Cantanhede,Ponta do Sol,1141.03,85.08,3.42
Cantanhede,Rabo de Peixe,1494.54,115.35,0.78
Cantanhede,Lourosa,70.82,7.01,3.63
Cantanhede,Ferreira do Zêzere,76.52,6.01,1.15
Cantanhede,Torre de Moncorvo,155.55,13.32,0.86
Cantanhede,Chamusca,110.02,11.37,2.06
Agualva,Beja,150.83,8.41,1.46
Beja,Câmara de Lobos,1018.61,133.93,4.77
Angra do Heroísmo,Beja,1690.32,222.18,3.92
Beja,Bragança,430.89,62.14,2.83
Beja,Esposende,398.5,32.72,1.23
Beja,Ribeira Grande,1550.13,170.34,4.74
Beja,Ílhavo,295.23,18.5,0.89
Beja,Lagos,123.9,18.29,3.06
Beja,Espinho,339.16,24.23,4.29
Beja,Charneca,133.37,8.43,0.63
Beja,Santiago do Cacém,73.47,8.74,3.77
Beja,Perafita,363.42,40.36,1.99
Beja,Póvoa de Santa Iria,140.68,19.45,1.92
Beja,Fundão,237.26,13.42,0.65
Beja,Benavente,135.9,17.87,2.42
Beja,Senhora da Hora,358.46,30.86,2.73
Beja,Tondela,278.34,38.65,1.52
Arrentela,Beja,127.96,18.78,2.16
Beja,Massamá,148.28,21.59,3.26
Anadia,Beja,272.95,22.47,4.44
Beja,Águas Santas,360.19,42.19,3.33
Beja,Estarreja,309.63,16.93,4.49
Beja,Lamego,342.27,18.3,1.22
Beja,Peniche,199.49,15.67,0.73
Beja,Estoril,154.47,16.28,0.8
Beja,Montemor-o-Velho,249.84,25.83,4.57
Beja,Tavira,99.91,5.48,2.38
Beja,Odemira,83.03,8.15,0.72
Beja,Lourinhã,185.7,12.52,3.62
Albergaria-a-Velha,Beja,302.1,23.23,1.68
